2020-03-07 18:26:41 INFO  cn.com.alasky.StartApp 26 main - 启动应用
2020-03-07 18:26:42 INFO  org.springframework.boot.StartupInfoLogger 50 logStarting - Starting StartApp on Alasky with PID 1720 (F:\develop\association\target\classes started by Alasky in F:\develop\association)
2020-03-07 18:26:42 INFO  org.springframework.boot.SpringApplication 675 logStartupProfileInfo - No active profile set, falling back to default profiles: default
2020-03-07 18:26:44 INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate 244 multipleStoresDetected - Multiple Spring Data modules found, entering strict repository configuration mode!
2020-03-07 18:26:44 INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate 126 registerRepositoriesIn - Bootstrapping Spring Data repositories in DEFAULT mode.
2020-03-07 18:26:44 INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate 182 registerRepositoriesIn - Finished Spring Data repository scanning in 24ms. Found 0 repository interfaces.
2020-03-07 18:26:44 INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 330 postProcessAfterInitialization - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$d9ff0e0] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-03-07 18:26:45 INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer 90 initialize - Tomcat initialized with port(s): 8080 (http)
2020-03-07 18:26:45 INFO  org.apache.juli.logging.DirectJDKLog 173 log - Initializing ProtocolHandler ["http-nio-8080"]
2020-03-07 18:26:45 INFO  org.apache.juli.logging.DirectJDKLog 173 log - Starting service [Tomcat]
2020-03-07 18:26:45 INFO  org.apache.juli.logging.DirectJDKLog 173 log - Starting Servlet engine: [Apache Tomcat/9.0.16]
2020-03-07 18:26:45 INFO  org.apache.juli.logging.DirectJDKLog 173 log - The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [C:\Software\java\jdk1.8.0_211\bin;C:\Windows\Sun\Java\bin;C:\Windows\system32;C:\Windows;C:\Software\python\Scripts\;C:\Software\python\;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Software\java\jdk1.8.0_211\bin;C:\Software\java\jdk1.8.0_211\jre\bin;C:\Program Files\Intel\WiFi\bin\;C:\Program Files\Common Files\Intel\WirelessCommon\;D:\hadoop-2.7.1\bin;%CATALINA_HOME%\lib;%CATALINA_HOME%\bin;C:\Program Files (x86)\NVIDIA Corporation\PhysX\Common;C:\Program Files\NVIDIA Corporation\NVIDIA NvDLISR;C:\Software\Git\cmd;D:\mysql-8.0.18-winx64\bin;D:\pandoc\;C:\Software\python\python3.6\Scripts\;C:\Software\python\python3.6\;C:\Software\Scripts\;C:\Software\;C:\Users\Administrator\AppData\Local\Microsoft\WindowsApps;C:\Program Files\Intel\WiFi\bin\;C:\Program Files\Common Files\Intel\WirelessCommon\;D:\IntelliJ IDEA 2019.1.2\bin;D:\Microsoft VS Code\bin;D:\apache-maven-3.6.1\bin;C:\Software\python\Scripts;C:\Users\Administrator\AppData\Local\GitHubDesktop\bin;C:\Program Files\Bandizip\;.]
2020-03-07 18:26:45 INFO  org.apache.juli.logging.DirectJDKLog 173 log - At least one JAR was scanned for TLDs yet contained no TLDs. Enable debug logging for this logger for a complete list of JARs that were scanned but no TLDs were found in them. Skipping unneeded JARs during scanning can improve startup time and JSP compilation time.
2020-03-07 18:26:45 INFO  org.apache.juli.logging.DirectJDKLog 173 log - Initializing Spring embedded WebApplicationContext
2020-03-07 18:26:45 INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext 296 prepareWebApplicationContext - Root WebApplicationContext: initialization completed in 2897 ms
2020-03-07 18:26:46 INFO  io.lettuce.core.EpollProvider 68 <clinit> - Starting without optional epoll library
2020-03-07 18:26:46 INFO  io.lettuce.core.KqueueProvider 70 <clinit> - Starting without optional kqueue library
2020-03-07 18:26:48 INFO  org.springframework.scheduling.concurrent.ExecutorConfigurationSupport 171 initialize - Initializing ExecutorService 'applicationTaskExecutor'
2020-03-07 18:26:50 INFO  org.springframework.scheduling.annotation.ScheduledAnnotationBeanPostProcessor 295 finishRegistration - No TaskScheduler/ScheduledExecutorService bean found for scheduled processing
2020-03-07 18:26:50 INFO  org.apache.juli.logging.DirectJDKLog 173 log - Starting ProtocolHandler ["http-nio-8080"]
2020-03-07 18:26:50 INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer 204 start - Tomcat started on port(s): 8080 (http) with context path ''
2020-03-07 18:26:50 INFO  org.springframework.boot.StartupInfoLogger 59 logStarted - Started StartApp in 8.43 seconds (JVM running for 10.626)
2020-03-07 18:27:07 INFO  org.apache.juli.logging.DirectJDKLog 173 log - Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-03-07 18:27:07 INFO  org.springframework.web.servlet.FrameworkServlet 524 initServletBean - Initializing Servlet 'dispatcherServlet'
2020-03-07 18:27:07 INFO  org.springframework.web.servlet.FrameworkServlet 546 initServletBean - Completed initialization in 9 ms
2020-03-07 18:27:07 INFO  cn.com.alasky.controller.LoginController 68 checkLogin - IP: 127.0.0.1 设备信息: [ Windows NT 10.0; Win64; x64 ]
2020-03-07 18:27:11 INFO  com.zaxxer.hikari.HikariDataSource 110 getConnection - HikariPool-1 - Starting...
2020-03-07 18:27:12 INFO  com.zaxxer.hikari.HikariDataSource 123 getConnection - HikariPool-1 - Start completed.
2020-03-07 18:27:12 INFO  cn.com.alasky.controller.LoginController 50 getLoginInfo - 新的登录(127.0.0.1): 11122223333
2020-03-07 18:27:13 INFO  cn.com.alasky.controller.LoginController 68 checkLogin - IP: 127.0.0.1 设备信息: [ Windows NT 10.0; Win64; x64 ]
2020-03-07 18:27:16 INFO  cn.com.alasky.controller.LoginController 68 checkLogin - IP: 127.0.0.1 设备信息: [ Windows NT 10.0; Win64; x64 ]
2020-03-07 18:27:16 INFO  cn.com.alasky.controller.admin.UserDataController 36 getUserData - 查看用户信息: IP: 127.0.0.1 设备信息: [ Windows NT 10.0; Win64; x64 ]
2020-03-07 18:31:23 INFO  cn.com.alasky.controller.LoginController 68 checkLogin - IP: 127.0.0.1 设备信息: [ Windows NT 10.0; Win64; x64 ]
2020-03-07 18:31:23 INFO  cn.com.alasky.controller.admin.UserDataController 36 getUserData - 查看用户信息: IP: 127.0.0.1 设备信息: [ Windows NT 10.0; Win64; x64 ]
2020-03-07 18:31:46 INFO  cn.com.alasky.controller.LoginController 68 checkLogin - IP: 127.0.0.1 设备信息: [ Windows NT 10.0; Win64; x64 ]
2020-03-07 18:31:46 INFO  cn.com.alasky.controller.admin.UserDataController 36 getUserData - 查看用户信息: IP: 127.0.0.1 设备信息: [ Windows NT 10.0; Win64; x64 ]
2020-03-07 18:31:52 ERROR cn.com.alasky.controller.LoginController 96 logout - 退出登录时异常
2020-03-07 18:31:52 ERROR cn.com.alasky.controller.LoginController 97 logout - java.lang.NullPointerException
2020-03-07 18:31:53 INFO  cn.com.alasky.controller.LoginController 68 checkLogin - IP: 127.0.0.1 设备信息: [ Windows NT 10.0; Win64; x64 ]
2020-03-07 18:31:53 ERROR cn.com.alasky.controller.admin.AdminController 44 getUserPosition - 获取用户职位出错: java.lang.NullPointerException
2020-03-07 18:31:53 INFO  cn.com.alasky.controller.admin.UserDataController 36 getUserData - 查看用户信息: IP: 127.0.0.1 设备信息: [ Windows NT 10.0; Win64; x64 ]
2020-03-07 18:31:57 INFO  cn.com.alasky.controller.LoginController 50 getLoginInfo - 新的登录(127.0.0.1): 11122223333
2020-03-07 18:31:58 INFO  cn.com.alasky.controller.admin.UserDataController 36 getUserData - 查看用户信息: IP: 127.0.0.1 设备信息: [ Windows NT 10.0; Win64; x64 ]
2020-03-07 18:31:58 INFO  cn.com.alasky.controller.LoginController 68 checkLogin - IP: 127.0.0.1 设备信息: [ Windows NT 10.0; Win64; x64 ]
2020-03-07 18:37:07 INFO  cn.com.alasky.controller.LoginController 68 checkLogin - IP: 127.0.0.1 设备信息: [ Windows NT 10.0; Win64; x64 ]
2020-03-07 18:37:08 INFO  cn.com.alasky.controller.admin.UserDataController 36 getUserData - 查看用户信息: IP: 127.0.0.1 设备信息: [ Windows NT 10.0; Win64; x64 ]
2020-03-07 18:43:00 INFO  cn.com.alasky.controller.LoginController 68 checkLogin - IP: 127.0.0.1 设备信息: [ Windows NT 10.0; Win64; x64 ]
2020-03-07 18:43:00 INFO  cn.com.alasky.controller.admin.UserDataController 36 getUserData - 查看用户信息: IP: 127.0.0.1 设备信息: [ Windows NT 10.0; Win64; x64 ]
2020-03-07 18:43:21 INFO  cn.com.alasky.controller.LoginController 68 checkLogin - IP: 127.0.0.1 设备信息: [ Windows NT 10.0; Win64; x64 ]
2020-03-07 18:43:21 ERROR cn.com.alasky.controller.admin.AdminController 44 getUserPosition - 获取用户职位出错: java.lang.NullPointerException
2020-03-07 18:43:21 INFO  cn.com.alasky.controller.admin.UserDataController 36 getUserData - 查看用户信息: IP: 127.0.0.1 设备信息: [ Windows NT 10.0; Win64; x64 ]
2020-03-07 18:43:25 INFO  cn.com.alasky.controller.LoginController 50 getLoginInfo - 新的登录(127.0.0.1): 11122223333
2020-03-07 18:43:26 INFO  cn.com.alasky.controller.LoginController 68 checkLogin - IP: 127.0.0.1 设备信息: [ Windows NT 10.0; Win64; x64 ]
2020-03-07 18:43:26 INFO  cn.com.alasky.controller.admin.UserDataController 36 getUserData - 查看用户信息: IP: 127.0.0.1 设备信息: [ Windows NT 10.0; Win64; x64 ]
2020-03-07 18:48:54 INFO  cn.com.alasky.controller.admin.AssDataController 41 getAssData - 获取社团信息: 11122223333
2020-03-07 19:31:07 INFO  org.springframework.scheduling.concurrent.ExecutorConfigurationSupport 208 shutdown - Shutting down ExecutorService 'applicationTaskExecutor'
2020-03-07 19:31:07 INFO  com.zaxxer.hikari.HikariDataSource 350 close - HikariPool-1 - Shutdown initiated...
2020-03-07 19:31:07 INFO  com.zaxxer.hikari.HikariDataSource 352 close - HikariPool-1 - Shutdown completed.
